Event ID,Campaign,Member #,Event Type,Timestamp,Link Clicked,Device
ee_00058,camp_012,mbr_002,sent,2026-01-30 00:00:00,,
ee_00059,camp_013,mbr_002,sent,2026-02-04 00:00:00,,
ee_00060,camp_014,mbr_002,sent,2026-02-05 00:00:00,,
ee_00061,camp_014,mbr_002,opened,2026-02-05 00:00:00,,mobile
ee_00062,camp_014,mbr_002,clicked,2026-02-05 00:00:00,https://swoopgolf.com/promo,tablet
ee_00063,camp_015,mbr_002,sent,2026-02-09 00:00:00,,
ee_00064,camp_016,mbr_002,sent,2026-02-10 00:00:00,,
ee_00065,camp_016,mbr_002,opened,2026-02-12 00:00:00,,desktop
ee_00066,camp_017,mbr_002,sent,2026-02-20 00:00:00,,
ee_00067,camp_017,mbr_002,opened,2026-02-20 00:00:00,,mobile
ee_00068,camp_018,mbr_002,sent,2026-02-20 00:00:00,,
ee_00069,camp_019,mbr_002,sent,2026-02-25 00:00:00,,
ee_00070,camp_020,mbr_002,sent,2026-02-26 00:00:00,,
ee_00071,camp_020,mbr_002,opened,2026-02-26 00:00:00,,mobile
ee_00072,camp_020,mbr_002,clicked,2026-02-26 00:00:00,https://swoopgolf.com/promo,desktop
ee_00073,camp_001,mbr_003,sent,2025-12-22 00:00:00,,
ee_00074,camp_002,mbr_003,sent,2025-12-25 00:00:00,,
ee_00075,camp_002,mbr_003,opened,2025-12-25 00:00:00,,mobile
ee_00076,camp_003,mbr_003,sent,2026-01-01 00:00:00,,
ee_00077,camp_004,mbr_003,sent,2025-12-30 00:00:00,,
ee_00078,camp_005,mbr_003,sent,2026-01-07 00:00:00,,
ee_00079,camp_005,mbr_003,opened,2026-01-09 00:00:00,,desktop
ee_00080,camp_006,mbr_003,sent,2026-01-09 00:00:00,,
ee_00081,camp_006,mbr_003,opened,2026-01-10 00:00:00,,tablet
ee_00082,camp_006,mbr_003,clicked,2026-01-10 00:00:00,https://swoopgolf.com/promo,tablet
ee_00083,camp_007,mbr_003,sent,2026-01-12 00:00:00,,
ee_00084,camp_008,mbr_003,sent,2026-01-15 00:00:00,,
ee_00085,camp_008,mbr_003,opened,2026-01-15 00:00:00,,mobile
ee_00086,camp_009,mbr_003,sent,2026-01-23 00:00:00,,
ee_00087,camp_010,mbr_003,sent,2026-01-23 00:00:00,,
ee_00088,camp_011,mbr_003,sent,2026-01-28 00:00:00,,
ee_00089,camp_011,mbr_003,opened,2026-01-30 00:00:00,,desktop
ee_00090,camp_012,mbr_003,sent,2026-01-29 00:00:00,,
ee_00091,camp_012,mbr_003,opened,2026-01-30 00:00:00,,tablet
ee_00092,camp_012,mbr_003,clicked,2026-01-30 00:00:00,https://swoopgolf.com/promo,desktop
ee_00093,camp_013,mbr_003,sent,2026-02-02 00:00:00,,
ee_00094,camp_013,mbr_003,opened,2026-02-04 00:00:00,,desktop
ee_00095,camp_014,mbr_003,sent,2026-02-03 00:00:00,,
ee_00096,camp_014,mbr_003,opened,2026-02-03 00:00:00,,mobile
ee_00097,camp_015,mbr_003,sent,2026-02-13 00:00:00,,
ee_00098,camp_016,mbr_003,sent,2026-02-09 00:00:00,,
ee_00099,camp_017,mbr_003,sent,2026-02-18 00:00:00,,
ee_00100,camp_017,mbr_003,opened,2026-02-18 00:00:00,,mobile
ee_00101,camp_018,mbr_003,sent,2026-02-19 00:00:00,,
ee_00102,camp_018,mbr_003,opened,2026-02-19 00:00:00,,tablet
ee_00103,camp_018,mbr_003,clicked,2026-02-19 00:00:00,https://swoopgolf.com/promo,desktop
ee_00104,camp_019,mbr_003,sent,2026-02-24 00:00:00,,
ee_00105,camp_019,mbr_003,opened,2026-02-26 00:00:00,,desktop
ee_00106,camp_020,mbr_003,sent,2026-02-24 00:00:00,,
ee_00107,camp_020,mbr_003,opened,2026-02-26 00:00:00,,mobile
ee_00108,camp_001,mbr_004,sent,2025-12-26 00:00:00,,
ee_00109,camp_002,mbr_004,sent,2025-12-23 00:00:00,,
ee_00110,camp_002,mbr_004,opened,2025-12-25 00:00:00,,desktop
ee_00111,camp_003,mbr_004,sent,2025-12-31 00:00:00,,
ee_00112,camp_003,mbr_004,opened,2025-12-31 00:00:00,,tablet
ee_00113,camp_004,mbr_004,sent,2025-12-29 00:00:00,,
ee_00114,camp_005,mbr_004,sent,2026-01-05 00:00:00,,
ee_00115,camp_005,mbr_004,opened,2026-01-07 00:00:00,,mobile
ee_00116,camp_006,mbr_004,sent,2026-01-08 00:00:00,,
ee_00117,camp_006,mbr_004,opened,2026-01-08 00:00:00,,mobile
ee_00118,camp_006,mbr_004,clicked,2026-01-08 00:00:00,https://swoopgolf.com/promo,desktop
ee_00119,camp_007,mbr_004,sent,2026-01-16 00:00:00,,
ee_00120,camp_008,mbr_004,sent,2026-01-13 00:00:00,,
ee_00121,camp_009,mbr_004,sent,2026-01-21 00:00:00,,
ee_00122,camp_009,mbr_004,opened,2026-01-21 00:00:00,,tablet
ee_00123,camp_010,mbr_004,sent,2026-01-19 00:00:00,,
ee_00124,camp_010,mbr_004,opened,2026-01-20 00:00:00,,tablet
ee_00125,camp_010,mbr_004,clicked,2026-01-20 00:00:00,https://swoopgolf.com/promo,mobile
ee_00126,camp_011,mbr_004,sent,2026-01-27 00:00:00,,
ee_00127,camp_011,mbr_004,opened,2026-01-29 00:00:00,,mobile
ee_00128,camp_012,mbr_004,sent,2026-01-29 00:00:00,,
ee_00129,camp_012,mbr_004,opened,2026-01-29 00:00:00,,mobile
ee_00130,camp_013,mbr_004,sent,2026-02-06 00:00:00,,
ee_00131,camp_014,mbr_004,sent,2026-02-04 00:00:00,,
ee_00132,camp_015,mbr_004,sent,2026-02-12 00:00:00,,
ee_00133,camp_015,mbr_004,opened,2026-02-12 00:00:00,,tablet
ee_00134,camp_015,mbr_004,clicked,2026-02-12 00:00:00,https://swoopgolf.com/promo,tablet
ee_00135,camp_016,mbr_004,sent,2026-02-09 00:00:00,,
ee_00136,camp_017,mbr_004,sent,2026-02-17 00:00:00,,
ee_00137,camp_017,mbr_004,opened,2026-02-19 00:00:00,,desktop
ee_00138,camp_018,mbr_004,sent,2026-02-20 00:00:00,,
ee_00139,camp_018,mbr_004,opened,2026-02-20 00:00:00,,mobile
ee_00140,camp_019,mbr_004,sent,2026-02-27 00:00:00,,
ee_00141,camp_020,mbr_004,sent,2026-02-25 00:00:00,,
ee_00142,camp_001,mbr_005,sent,2025-12-26 00:00:00,,
ee_00143,camp_001,mbr_005,opened,2025-12-27 00:00:00,,tablet
ee_00144,camp_002,mbr_005,sent,2025-12-22 00:00:00,,
ee_00145,camp_003,mbr_005,sent,2026-01-01 00:00:00,,
ee_00146,camp_003,mbr_005,opened,2026-01-01 00:00:00,,mobile
ee_00147,camp_004,mbr_005,sent,2026-01-01 00:00:00,,
ee_00148,camp_005,mbr_005,sent,2026-01-06 00:00:00,,
ee_00149,camp_006,mbr_005,sent,2026-01-07 00:00:00,,
ee_00150,camp_006,mbr_005,opened,2026-01-09 00:00:00,,desktop
ee_00151,camp_007,mbr_005,sent,2026-01-16 00:00:00,,
ee_00152,camp_007,mbr_005,opened,2026-01-17 00:00:00,,tablet
ee_00153,camp_007,mbr_005,clicked,2026-01-17 00:00:00,https://swoopgolf.com/promo,tablet
ee_00154,camp_008,mbr_005,sent,2026-01-12 00:00:00,,
ee_00155,camp_009,mbr_005,sent,2026-01-22 00:00:00,,
ee_00156,camp_009,mbr_005,opened,2026-01-22 00:00:00,,mobile
ee_00157,camp_010,mbr_005,sent,2026-01-23 00:00:00,,
ee_00158,camp_011,mbr_005,sent,2026-01-27 00:00:00,,
ee_00159,camp_012,mbr_005,sent,2026-01-28 00:00:00,,
ee_00160,camp_012,mbr_005,opened,2026-01-28 00:00:00,,desktop
ee_00161,camp_013,mbr_005,sent,2026-02-02 00:00:00,,
ee_00162,camp_013,mbr_005,opened,2026-02-03 00:00:00,,tablet
ee_00163,camp_013,mbr_005,clicked,2026-02-03 00:00:00,https://swoopgolf.com/promo,desktop
ee_00164,camp_014,mbr_005,sent,2026-02-02 00:00:00,,
ee_00165,camp_014,mbr_005,opened,2026-02-04 00:00:00,,desktop
ee_00166,camp_015,mbr_005,sent,2026-02-12 00:00:00,,
ee_00167,camp_015,mbr_005,opened,2026-02-12 00:00:00,,mobile
ee_00168,camp_016,mbr_005,sent,2026-02-13 00:00:00,,
ee_00169,camp_017,mbr_005,sent,2026-02-17 00:00:00,,
ee_00170,camp_018,mbr_005,sent,2026-02-18 00:00:00,,
ee_00171,camp_018,mbr_005,opened,2026-02-18 00:00:00,,mobile
ee_00172,camp_019,mbr_005,sent,2026-02-26 00:00:00,,
ee_00173,camp_020,mbr_005,sent,2026-02-24 00:00:00,,
ee_00174,camp_020,mbr_005,opened,2026-02-26 00:00:00,,desktop
ee_00175,camp_001,mbr_006,sent,2025-12-25 00:00:00,,
ee_00176,camp_001,mbr_006,opened,2025-12-25 00:00:00,,mobile
ee_00177,camp_001,mbr_006,clicked,2025-12-25 00:00:00,https://swoopgolf.com/promo,desktop
ee_00178,camp_002,mbr_006,sent,2025-12-22 00:00:00,,
ee_00179,camp_003,mbr_006,sent,2025-12-30 00:00:00,,
ee_00180,camp_003,mbr_006,opened,2026-01-01 00:00:00,,desktop
ee_00181,camp_004,mbr_006,sent,2025-12-31 00:00:00,,
ee_00182,camp_004,mbr_006,opened,2026-01-01 00:00:00,,tablet
ee_00183,camp_005,mbr_006,sent,2026-01-05 00:00:00,,
ee_00184,camp_006,mbr_006,sent,2026-01-05 00:00:00,,
ee_00185,camp_006,mbr_006,opened,2026-01-05 00:00:00,,mobile
ee_00186,camp_007,mbr_006,sent,2026-01-15 00:00:00,,
ee_00187,camp_008,mbr_006,sent,2026-01-16 00:00:00,,
ee_00188,camp_009,mbr_006,sent,2026-01-21 00:00:00,,
ee_00189,camp_009,mbr_006,opened,2026-01-23 00:00:00,,desktop
ee_00190,camp_010,mbr_006,sent,2026-01-21 00:00:00,,
ee_00191,camp_010,mbr_006,opened,2026-01-21 00:00:00,,tablet
ee_00192,camp_011,mbr_006,sent,2026-01-26 00:00:00,,
ee_00193,camp_012,mbr_006,sent,2026-01-27 00:00:00,,
ee_00194,camp_012,mbr_006,opened,2026-01-29 00:00:00,,mobile
ee_00195,camp_013,mbr_006,sent,2026-02-05 00:00:00,,
ee_00196,camp_014,mbr_006,sent,2026-02-06 00:00:00,,
ee_00197,camp_015,mbr_006,sent,2026-02-11 00:00:00,,
ee_00198,camp_016,mbr_006,sent,2026-02-12 00:00:00,,
ee_00199,camp_016,mbr_006,opened,2026-02-12 00:00:00,,tablet
ee_00200,camp_016,mbr_006,clicked,2026-02-12 00:00:00,https://swoopgolf.com/promo,tablet
ee_00201,camp_017,mbr_006,sent,2026-02-16 00:00:00,,
ee_00202,camp_018,mbr_006,sent,2026-02-17 00:00:00,,
ee_00203,camp_018,mbr_006,opened,2026-02-19 00:00:00,,mobile
ee_00204,camp_019,mbr_006,sent,2026-02-27 00:00:00,,
ee_00205,camp_019,mbr_006,opened,2026-02-27 00:00:00,,mobile
ee_00206,camp_020,mbr_006,sent,2026-02-27 00:00:00,,
ee_00207,camp_001,mbr_007,sent,2025-12-24 00:00:00,,
ee_00208,camp_001,mbr_007,opened,2025-12-26 00:00:00,,mobile
ee_00209,camp_002,mbr_007,sent,2025-12-26 00:00:00,,
ee_00210,camp_002,mbr_007,opened,2025-12-27 00:00:00,,tablet
ee_00211,camp_003,mbr_007,sent,2025-12-29 00:00:00,,
ee_00212,camp_004,mbr_007,sent,2026-01-01 00:00:00,,
ee_00213,camp_004,mbr_007,opened,2026-01-01 00:00:00,,mobile
ee_00214,camp_005,mbr_007,sent,2026-01-08 00:00:00,,
ee_00215,camp_006,mbr_007,sent,2026-01-06 00:00:00,,
ee_00216,camp_007,mbr_007,sent,2026-01-14 00:00:00,,
ee_00217,camp_007,mbr_007,opened,2026-01-16 00:00:00,,mobile
ee_00218,camp_008,mbr_007,sent,2026-01-16 00:00:00,,
ee_00219,camp_008,mbr_007,opened,2026-01-17 00:00:00,,tablet
ee_00220,camp_008,mbr_007,clicked,2026-01-17 00:00:00,https://swoopgolf.com/promo,desktop
ee_00221,camp_009,mbr_007,sent,2026-01-19 00:00:00,,
ee_00222,camp_010,mbr_007,sent,2026-01-22 00:00:00,,
ee_00223,camp_010,mbr_007,opened,2026-01-22 00:00:00,,mobile
ee_00224,camp_011,mbr_007,sent,2026-01-30 00:00:00,,
ee_00225,camp_012,mbr_007,sent,2026-01-27 00:00:00,,
ee_00226,camp_013,mbr_007,sent,2026-02-04 00:00:00,,
ee_00227,camp_013,mbr_007,opened,2026-02-04 00:00:00,,desktop
ee_00228,camp_014,mbr_007,sent,2026-02-02 00:00:00,,
ee_00229,camp_014,mbr_007,opened,2026-02-03 00:00:00,,tablet
ee_00230,camp_014,mbr_007,clicked,2026-02-03 00:00:00,https://swoopgolf.com/promo,desktop
ee_00231,camp_015,mbr_007,sent,2026-02-09 00:00:00,,
ee_00232,camp_015,mbr_007,opened,2026-02-11 00:00:00,,desktop
ee_00233,camp_016,mbr_007,sent,2026-02-12 00:00:00,,
ee_00234,camp_016,mbr_007,opened,2026-02-12 00:00:00,,mobile
ee_00235,camp_017,mbr_007,sent,2026-02-20 00:00:00,,
ee_00236,camp_018,mbr_007,sent,2026-02-18 00:00:00,,
ee_00237,camp_019,mbr_007,sent,2026-02-25 00:00:00,,
ee_00238,camp_019,mbr_007,opened,2026-02-25 00:00:00,,mobile
ee_00239,camp_020,mbr_007,sent,2026-02-23 00:00:00,,
ee_00240,camp_001,mbr_008,sent,2025-12-24 00:00:00,,
ee_00241,camp_002,mbr_008,sent,2025-12-25 00:00:00,,
ee_00242,camp_002,mbr_008,opened,2025-12-25 00:00:00,,mobile
ee_00243,camp_002,mbr_008,clicked,2025-12-25 00:00:00,https://swoopgolf.com/promo,desktop
ee_00244,camp_003,mbr_008,sent,2025-12-29 00:00:00,,
ee_00245,camp_004,mbr_008,sent,2025-12-30 00:00:00,,
ee_00246,camp_004,mbr_008,opened,2026-01-01 00:00:00,,desktop
ee_00247,camp_005,mbr_008,sent,2026-01-09 00:00:00,,
ee_00248,camp_005,mbr_008,opened,2026-01-10 00:00:00,,tablet
ee_00249,camp_006,mbr_008,sent,2026-01-05 00:00:00,,
ee_00250,camp_007,mbr_008,sent,2026-01-14 00:00:00,,
ee_00251,camp_007,mbr_008,opened,2026-01-14 00:00:00,,mobile
ee_00252,camp_008,mbr_008,sent,2026-01-15 00:00:00,,
ee_00253,camp_009,mbr_008,sent,2026-01-20 00:00:00,,
ee_00254,camp_010,mbr_008,sent,2026-01-21 00:00:00,,
ee_00255,camp_010,mbr_008,opened,2026-01-23 00:00:00,,desktop
ee_00256,camp_011,mbr_008,sent,2026-01-30 00:00:00,,
ee_00257,camp_011,mbr_008,opened,2026-01-31 00:00:00,,tablet
ee_00258,camp_012,mbr_008,sent,2026-01-26 00:00:00,,
ee_00259,camp_013,mbr_008,sent,2026-02-03 00:00:00,,
ee_00260,camp_013,mbr_008,opened,2026-02-03 00:00:00,,mobile
ee_00261,camp_014,mbr_008,sent,2026-02-05 00:00:00,,
ee_00262,camp_015,mbr_008,sent,2026-02-13 00:00:00,,
ee_00263,camp_016,mbr_008,sent,2026-02-11 00:00:00,,
ee_00264,camp_016,mbr_008,opened,2026-02-13 00:00:00,,desktop
ee_00265,camp_017,mbr_008,sent,2026-02-19 00:00:00,,
ee_00266,camp_017,mbr_008,opened,2026-02-19 00:00:00,,tablet
ee_00267,camp_017,mbr_008,clicked,2026-02-19 00:00:00,https://swoopgolf.com/promo,tablet
ee_00268,camp_018,mbr_008,sent,2026-02-16 00:00:00,,
ee_00269,camp_019,mbr_008,sent,2026-02-24 00:00:00,,
ee_00270,camp_019,mbr_008,opened,2026-02-26 00:00:00,,mobile
ee_00271,camp_020,mbr_008,sent,2026-02-27 00:00:00,,
ee_00272,camp_001,mbr_009,sent,2025-12-23 00:00:00,,
ee_00273,camp_001,mbr_009,opened,2025-12-25 00:00:00,,desktop
ee_00274,camp_002,mbr_009,sent,2025-12-24 00:00:00,,
ee_00275,camp_002,mbr_009,opened,2025-12-24 00:00:00,,mobile
ee_00276,camp_003,mbr_009,sent,2026-01-02 00:00:00,,
ee_00277,camp_004,mbr_009,sent,2025-12-29 00:00:00,,
ee_00278,camp_005,mbr_009,sent,2026-01-08 00:00:00,,
ee_00279,camp_005,mbr_009,opened,2026-01-08 00:00:00,,mobile
ee_00280,camp_005,mbr_009,clicked,2026-01-08 00:00:00,https://swoopgolf.com/promo,tablet
ee_00281,camp_006,mbr_009,sent,2026-01-08 00:00:00,,
ee_00282,camp_007,mbr_009,sent,2026-01-13 00:00:00,,
ee_00283,camp_007,mbr_009,opened,2026-01-15 00:00:00,,desktop
ee_00284,camp_008,mbr_009,sent,2026-01-14 00:00:00,,
ee_00285,camp_008,mbr_009,opened,2026-01-16 00:00:00,,mobile
ee_00286,camp_009,mbr_009,sent,2026-01-23 00:00:00,,
ee_00287,camp_009,mbr_009,opened,2026-01-24 00:00:00,,tablet
ee_00288,camp_010,mbr_009,sent,2026-01-19 00:00:00,,
ee_00289,camp_011,mbr_009,sent,2026-01-29 00:00:00,,
ee_00290,camp_011,mbr_009,opened,2026-01-29 00:00:00,,mobile
ee_00291,camp_011,mbr_009,clicked,2026-01-29 00:00:00,https://swoopgolf.com/promo,desktop
ee_00292,camp_012,mbr_009,sent,2026-01-30 00:00:00,,
ee_00293,camp_013,mbr_009,sent,2026-02-03 00:00:00,,
ee_00294,camp_014,mbr_009,sent,2026-02-04 00:00:00,,
ee_00295,camp_014,mbr_009,opened,2026-02-04 00:00:00,,tablet
ee_00296,camp_015,mbr_009,sent,2026-02-09 00:00:00,,
ee_00297,camp_015,mbr_009,opened,2026-02-10 00:00:00,,tablet
ee_00298,camp_015,mbr_009,clicked,2026-02-10 00:00:00,https://swoopgolf.com/promo,mobile
ee_00299,camp_016,mbr_009,sent,2026-02-09 00:00:00,,
ee_00300,camp_016,mbr_009,opened,2026-02-11 00:00:00,,mobile
ee_00301,camp_017,mbr_009,sent,2026-02-19 00:00:00,,
ee_00302,camp_017,mbr_009,opened,2026-02-19 00:00:00,,mobile
ee_00303,camp_018,mbr_009,sent,2026-02-20 00:00:00,,
ee_00304,camp_019,mbr_009,sent,2026-02-25 00:00:00,,
ee_00305,camp_020,mbr_009,sent,2026-02-25 00:00:00,,
ee_00306,camp_020,mbr_009,opened,2026-02-25 00:00:00,,mobile
ee_00307,camp_001,mbr_010,sent,2025-12-26 00:00:00,,
ee_00308,camp_002,mbr_010,sent,2025-12-24 00:00:00,,
ee_00309,camp_003,mbr_010,sent,2026-01-01 00:00:00,,
ee_00310,camp_003,mbr_010,opened,2026-01-01 00:00:00,,tablet
ee_00311,camp_003,mbr_010,clicked,2026-01-01 00:00:00,https://swoopgolf.com/promo,desktop
ee_00312,camp_004,mbr_010,sent,2025-12-29 00:00:00,,
ee_00313,camp_005,mbr_010,sent,2026-01-06 00:00:00,,
ee_00314,camp_005,mbr_010,opened,2026-01-08 00:00:00,,mobile
ee_00315,camp_006,mbr_010,sent,2026-01-09 00:00:00,,
ee_00316,camp_006,mbr_010,opened,2026-01-10 00:00:00,,tablet
ee_00317,camp_007,mbr_010,sent,2026-01-12 00:00:00,,
ee_00318,camp_008,mbr_010,sent,2026-01-14 00:00:00,,
ee_00319,camp_008,mbr_010,opened,2026-01-14 00:00:00,,mobile
ee_00320,camp_009,mbr_010,sent,2026-01-22 00:00:00,,
ee_00321,camp_010,mbr_010,sent,2026-01-20 00:00:00,,
ee_00322,camp_011,mbr_010,sent,2026-01-28 00:00:00,,
ee_00323,camp_011,mbr_010,opened,2026-01-30 00:00:00,,desktop
ee_00324,camp_012,mbr_010,sent,2026-01-30 00:00:00,,
ee_00325,camp_012,mbr_010,opened,2026-01-31 00:00:00,,tablet
ee_00326,camp_013,mbr_010,sent,2026-02-02 00:00:00,,
ee_00327,camp_014,mbr_010,sent,2026-02-05 00:00:00,,
ee_00328,camp_014,mbr_010,opened,2026-02-05 00:00:00,,mobile
ee_00329,camp_015,mbr_010,sent,2026-02-12 00:00:00,,
ee_00330,camp_016,mbr_010,sent,2026-02-10 00:00:00,,
ee_00331,camp_017,mbr_010,sent,2026-02-18 00:00:00,,
ee_00332,camp_017,mbr_010,opened,2026-02-20 00:00:00,,desktop
ee_00333,camp_018,mbr_010,sent,2026-02-20 00:00:00,,
ee_00334,camp_018,mbr_010,opened,2026-02-21 00:00:00,,tablet
ee_00335,camp_018,mbr_010,clicked,2026-02-21 00:00:00,https://swoopgolf.com/promo,tablet
ee_00336,camp_019,mbr_010,sent,2026-02-23 00:00:00,,
ee_00337,camp_020,mbr_010,sent,2026-02-24 00:00:00,,
ee_00338,camp_020,mbr_010,opened,2026-02-24 00:00:00,,mobile
ee_00339,camp_001,mbr_011,sent,2025-12-22 00:00:00,,
ee_00340,camp_002,mbr_011,sent,2025-12-23 00:00:00,,
ee_00341,camp_002,mbr_011,opened,2025-12-25 00:00:00,,desktop
ee_00342,camp_003,mbr_011,sent,2026-01-01 00:00:00,,
ee_00343,camp_003,mbr_011,opened,2026-01-01 00:00:00,,mobile
ee_00344,camp_004,mbr_011,sent,2026-01-02 00:00:00,,
ee_00345,camp_005,mbr_011,sent,2026-01-07 00:00:00,,
ee_00346,camp_006,mbr_011,sent,2026-01-08 00:00:00,,
ee_00347,camp_006,mbr_011,opened,2026-01-08 00:00:00,,mobile
ee_00348,camp_006,mbr_011,clicked,2026-01-08 00:00:00,https://swoopgolf.com/promo,tablet
ee_00349,camp_007,mbr_011,sent,2026-01-15 00:00:00,,
ee_00350,camp_008,mbr_011,sent,2026-01-13 00:00:00,,
ee_00351,camp_008,mbr_011,opened,2026-01-15 00:00:00,,desktop
ee_00352,camp_009,mbr_011,sent,2026-01-21 00:00:00,,
ee_00353,camp_009,mbr_011,opened,2026-01-21 00:00:00,,mobile
ee_00354,camp_010,mbr_011,sent,2026-01-23 00:00:00,,
ee_00355,camp_011,mbr_011,sent,2026-01-26 00:00:00,,
ee_00356,camp_012,mbr_011,sent,2026-01-29 00:00:00,,
ee_00357,camp_012,mbr_011,opened,2026-01-29 00:00:00,,mobile
ee_00358,camp_012,mbr_011,clicked,2026-01-29 00:00:00,https://swoopgolf.com/promo,desktop
ee_00359,camp_013,mbr_011,sent,2026-02-06 00:00:00,,
ee_00360,camp_014,mbr_011,sent,2026-02-03 00:00:00,,
ee_00361,camp_014,mbr_011,opened,2026-02-05 00:00:00,,desktop
ee_00362,camp_015,mbr_011,sent,2026-02-11 00:00:00,,
ee_00363,camp_015,mbr_011,opened,2026-02-11 00:00:00,,tablet
ee_00364,camp_016,mbr_011,sent,2026-02-09 00:00:00,,
ee_00365,camp_017,mbr_011,sent,2026-02-17 00:00:00,,
ee_00366,camp_017,mbr_011,opened,2026-02-19 00:00:00,,mobile
ee_00367,camp_018,mbr_011,sent,2026-02-19 00:00:00,,
ee_00368,camp_018,mbr_011,opened,2026-02-19 00:00:00,,mobile
ee_00369,camp_018,mbr_011,clicked,2026-02-19 00:00:00,https://swoopgolf.com/promo,desktop
ee_00370,camp_019,mbr_011,sent,2026-02-27 00:00:00,,
ee_00371,camp_020,mbr_011,sent,2026-02-25 00:00:00,,
ee_00372,camp_001,mbr_012,sent,2025-12-26 00:00:00,,
ee_00373,camp_002,mbr_012,sent,2025-12-26 00:00:00,,
