Reservation ID,Course,Date,Tee Time,Players,Guest Flag,Transportation,Caddie,Holes,Status,Check-In Time,Round Start,Round End,Duration (min)
bkg_0127,course_main,2026-02-13,13:10,2,0,cart,0,18,cancelled,,,,
bkg_0133,course_main,2026-02-09,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0144,course_main,2025-12-23,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0150,course_main,2025-12-18,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0155,course_main,2026-02-13,13:50,2,0,push_cart,0,9,cancelled,,,,
bkg_0161,course_main,2026-02-09,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0176,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0187,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0193,course_main,2026-02-09,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0204,course_main,2025-12-22,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0210,course_main,2025-12-18,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0215,course_main,2026-02-13,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0221,course_main,2025-12-18,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0236,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0247,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0253,course_main,2026-02-08,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0264,course_main,2025-12-22,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0268,course_main,2026-02-12,13:10,2,0,cart,0,18,cancelled,,,,
bkg_0275,course_main,2025-12-22,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0281,course_main,2025-12-18,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0296,course_main,2026-02-12,13:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0493,course_main,2026-03-09,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0307,course_main,2026-02-12,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0313,course_main,2026-02-08,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0328,course_main,2026-02-12,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0335,course_main,2025-12-22,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0341,course_main,2025-12-17,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0345,course_main,2026-02-08,14:10,2,0,cart,0,18,cancelled,,,,
bkg_0356,course_main,2026-02-12,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0367,course_main,2026-02-12,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0373,course_main,2026-02-08,14:50,2,0,push_cart,0,9,cancelled,,,,
bkg_0388,course_main,2026-02-12,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0399,course_main,2026-02-12,14:10,2,0,cart,0,18,cancelled,,,,
bkg_0405,course_main,2026-02-07,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0416,course_main,2025-12-21,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0427,course_main,2026-02-12,14:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0433,course_main,2026-02-07,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0448,course_main,2026-02-12,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0459,course_main,2026-02-12,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0465,course_main,2026-02-07,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0476,course_main,2025-12-21,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0487,course_main,2026-02-12,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0508,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0519,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0540,course_main,2026-02-11,14:10,2,0,cart,0,18,cancelled,,,,
bkg_0547,course_main,2025-12-21,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0568,course_main,2026-02-11,14:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0573,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0579,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0594,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0600,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0607,course_main,2025-12-20,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0622,course_main,2026-02-15,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0628,course_main,2026-02-11,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0633,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0639,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0654,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0660,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0661,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0671,course_main,2026-02-10,14:10,2,0,cart,0,18,cancelled,,,,
bkg_0682,course_main,2026-02-15,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0688,course_main,2025-12-20,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0693,course_main,2026-02-15,13:50,2,0,cart,0,9,cancelled,,,,
bkg_0699,course_main,2026-02-10,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0714,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0720,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0725,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0731,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0742,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0748,course_main,2025-12-20,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0753,course_main,2026-02-15,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0759,course_main,2026-02-10,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0774,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0780,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0785,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0791,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0802,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0806,course_main,2026-02-14,13:10,2,0,cart,0,18,cancelled,,,,
bkg_0813,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0819,course_main,2025-12-19,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0834,course_main,2026-02-14,13:50,2,0,cart,0,9,cancelled,,,,
bkg_0840,course_main,2026-02-10,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0845,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0851,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0866,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0873,course_main,2025-12-23,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0879,course_main,2025-12-19,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0894,course_main,2026-02-14,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0900,course_main,2026-02-10,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0905,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0911,course_main,2026-02-09,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0926,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0933,course_main,2025-12-23,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1329,course_main,2026-02-12,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0965,course_main,2026-03-16,13:50,2,0,cart,0,9,confirmed,,,,
bkg_0937,course_main,2026-02-13,13:10,2,0,cart,0,18,cancelled,,,,
bkg_0943,course_main,2026-02-09,14:50,2,0,cart,0,18,cancelled,,,,
bkg_0954,course_main,2025-12-23,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0960,course_main,2025-12-19,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0971,course_main,2026-02-09,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_0986,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_0997,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1003,course_main,2026-02-09,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1014,course_main,2025-12-23,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1020,course_main,2025-12-18,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1025,course_main,2026-02-13,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1031,course_main,2026-02-09,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1046,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1057,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1063,course_main,2026-02-09,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1074,course_main,2025-12-22,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1078,course_main,2026-02-13,13:10,2,0,cart,0,18,cancelled,,,,
bkg_1085,course_main,2025-12-22,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1091,course_main,2025-12-18,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1106,course_main,2026-02-13,13:50,2,0,push_cart,0,9,cancelled,,,,
bkg_1117,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1123,course_main,2026-02-08,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1138,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1145,course_main,2025-12-22,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1151,course_main,2025-12-18,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1155,course_main,2026-02-08,14:10,2,0,cart,0,18,cancelled,,,,
bkg_1166,course_main,2026-02-13,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1177,course_main,2026-02-12,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1183,course_main,2026-02-08,14:50,2,0,cart,0,9,cancelled,,,,
bkg_1198,course_main,2026-02-12,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1205,course_main,2025-12-22,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1209,course_main,2026-02-12,13:10,2,0,cart,0,18,cancelled,,,,
bkg_1215,course_main,2026-02-08,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1226,course_main,2025-12-22,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1524,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1237,course_main,2026-02-12,13:50,2,0,push_cart,0,9,cancelled,,,,
bkg_1243,course_main,2026-02-08,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1258,course_main,2026-02-12,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1269,course_main,2026-02-12,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1275,course_main,2026-02-07,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1286,course_main,2025-12-21,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1297,course_main,2026-02-12,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1303,course_main,2025-12-17,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1318,course_main,2026-02-12,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1335,course_main,2026-02-07,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1346,course_main,2025-12-21,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1350,course_main,2026-02-11,14:10,2,0,cart,0,18,cancelled,,,,
bkg_1357,course_main,2025-12-21,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1363,course_main,2025-12-17,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1378,course_main,2026-02-11,14:50,2,0,push_cart,0,9,cancelled,,,,
bkg_1389,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1410,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1417,course_main,2025-12-21,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2019,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1438,course_main,2026-02-11,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1449,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1464,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1470,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1477,course_main,2025-12-20,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1481,course_main,2026-02-11,14:10,2,0,cart,0,18,cancelled,,,,
bkg_1492,course_main,2026-02-15,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1498,course_main,2025-12-20,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1503,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1509,course_main,2026-02-11,14:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1530,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1535,course_main,2026-02-15,13:10,2,0,cart,0,18,cancelled,,,,
bkg_1541,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1552,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1558,course_main,2025-12-20,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1563,course_main,2026-02-15,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1569,course_main,2026-02-11,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1584,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1590,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1595,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1601,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1612,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1623,course_main,2026-02-15,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2069,course_main,2026-02-15,13:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1629,course_main,2025-12-20,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1644,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1650,course_main,2026-02-10,14:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1655,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1661,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1676,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1683,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1689,course_main,2025-12-19,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1704,course_main,2026-02-14,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1710,course_main,2026-02-10,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1715,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1721,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1736,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1743,course_main,2025-12-23,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1753,course_main,2026-02-09,14:10,2,0,cart,0,18,cancelled,,,,
bkg_1764,course_main,2026-02-14,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1770,course_main,2025-12-19,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1796,course_main,2026-03-24,13:50,2,0,cart,0,18,confirmed,,,,
bkg_1775,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1781,course_main,2026-02-09,14:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1807,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1813,course_main,2026-02-09,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1819,course_main,2026-02-14,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1853,course_main,2026-03-13,10:50,1,0,push_cart,0,9,confirmed,,,,
bkg_1825,course_main,2026-02-09,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1835,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1841,course_main,2026-02-09,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1847,course_main,2026-02-13,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1863,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1869,course_main,2026-02-09,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2119,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1875,course_main,2025-12-22,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1881,course_main,2025-12-18,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1891,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1897,course_main,2026-02-08,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1903,course_main,2025-12-22,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1907,course_main,2026-02-12,13:10,2,0,cart,0,18,cancelled,,,,
bkg_1919,course_main,2026-02-12,13:50,2,0,cart,0,9,cancelled,,,,
bkg_1925,course_main,2026-02-08,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1935,course_main,2026-02-12,13:50,2,0,cart,0,18,cancelled,,,,
bkg_1947,course_main,2026-02-12,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1953,course_main,2026-02-08,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1963,course_main,2026-02-12,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2219,course_main,2026-02-09,14:50,2,0,cart,0,18,cancelled,,,,
bkg_1975,course_main,2025-12-21,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1981,course_main,2025-12-17,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_1991,course_main,2026-02-12,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2003,course_main,2025-12-21,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2009,course_main,2025-12-17,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2031,course_main,2025-12-21,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2035,course_main,2026-02-11,14:10,2,0,cart,0,18,cancelled,,,,
bkg_2047,course_main,2026-02-11,14:50,2,0,push_cart,0,9,cancelled,,,,
bkg_2057,course_main,2026-02-15,13:10,2,0,cart,0,18,cancelled,,,,
bkg_2063,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2075,course_main,2026-02-11,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2085,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2091,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2097,course_main,2026-02-15,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2103,course_main,2025-12-20,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2113,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2125,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2131,course_main,2025-12-20,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2141,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2147,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2153,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2159,course_main,2025-12-19,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2163,course_main,2026-02-10,14:10,2,0,cart,0,18,cancelled,,,,
bkg_2169,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2175,course_main,2026-02-10,14:50,2,0,push_cart,0,9,cancelled,,,,
bkg_2185,course_main,2026-02-14,13:10,2,0,cart,0,18,cancelled,,,,
bkg_2191,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2197,course_main,2026-02-14,13:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2203,course_main,2026-02-10,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2213,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2225,course_main,2026-02-14,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2231,course_main,2025-12-19,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2241,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2247,course_main,2026-02-09,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2253,course_main,2025-12-23,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2259,course_main,2025-12-18,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2269,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2275,course_main,2026-02-09,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2281,course_main,2025-12-22,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2297,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2303,course_main,2026-02-08,14:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2313,course_main,2026-02-13,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2325,course_main,2026-02-13,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2331,course_main,2026-02-08,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2341,course_main,2026-02-12,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2353,course_main,2026-02-12,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2359,course_main,2025-12-17,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2369,course_main,2026-02-12,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2381,course_main,2025-12-21,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2387,course_main,2025-12-17,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2397,course_main,2026-02-12,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2409,course_main,2025-12-21,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2425,course_main,2026-02-11,14:50,2,0,cart,0,9,cancelled,,,,
bkg_2441,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2453,course_main,2026-02-11,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2463,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2469,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2475,course_main,2026-02-15,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2481,course_main,2025-12-20,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2491,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2497,course_main,2026-02-11,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2503,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2509,course_main,2025-12-20,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2519,course_main,2026-02-15,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2525,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2531,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2537,course_main,2025-12-20,10:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2541,course_main,2026-02-10,14:10,2,0,cart,0,18,cancelled,,,,
bkg_2547,course_main,2026-02-14,13:50,2,0,cart,0,18,cancelled,,,,
bkg_2553,course_main,2026-02-10,14:50,2,0,cart,0,9,cancelled,,,,
bkg_2559,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2563,course_main,2026-02-14,13:10,2,0,cart,0,18,cancelled,,,,
bkg_2569,course_main,2026-02-10,14:50,2,0,cart,0,18,cancelled,,,,
bkg_2661,course_main,2025-12-25,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2669,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
bkg_2677,course_main,2025-12-24,09:50,1,0,push_cart,0,9,cancelled,,,,
